ID	URL	Product_link
2	giovannirana.it	http://www.giovannirana.it/prodotti/pasta-fresca-ripiena/duetto/duetto-burrata-basilico
2	giovannirana.it	http://www.giovannirana.it/prodotti/pasta-fresca-ripiena/duetto/duetto-gorgonzola-dop-noci
2	giovannirana.it	http://www.giovannirana.it/prodotti/pasta-fresca-ripiena/duetto/duetto-salsiccia-patate
93	galbusera.it	https://www.galbusera.it/prodotti/magretti/magretti-cracker/
93	galbusera.it	https://www.galbusera.it/prodotti/le-merende/cracker-con-riso-soffiato/
93	galbusera.it	https://www.galbusera.it/prodotti/le-merende/integrali-farciti/
469	ferrero.it	http://www.ferrero.it/Prodotti-NUTELLA/
469	ferrero.it	http://www.ferrero.it/Prodotti-Kinder/
469	ferrero.it	http://www.ferrero.it/Prodotti-Tic-Tac/
